first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,Age,Age Group
Monty,Thomazin,Male,7,1951-09-16,Quality Engineer,Missing,Mass Customer,N,Yes,13,30738 Muir Avenue,3105,VIC,Australia,10,838,0.57375,69,70
Briano,Janowski,Male,66,1994-07-17,Analyst Programmer,Missing,Mass Customer,N,No,7,3259 Eagan Parkway,2066,NSW,Australia,8,838,0.57375,26,30
Ginger,None,Male,94,1939-02-19,Human Resources Manager,Missing,Mass Customer,N,No,11,160 Fremont Point,2259,NSW,Australia,8,840,0.57109375,82,90
Logan,Colomb,Male,74,1948-01-01,Recruiter,Missing,Mass Customer,N,Yes,19,266 Lakewood Terrace,2761,NSW,Australia,8,840,0.57109375,73,80
Nichols,Devinn,Male,47,1979-09-29,Recruiter,Missing,Affluent Customer,N,No,11,5280 Waxwing Point,2071,NSW,Australia,12,842,0.57,41,50
Catha,Davitt,Female,79,1958-04-16,Environmental Specialist,Property,High Net Worth,N,Yes,6,192 South Junction,2567,NSW,Australia,7,843,0.5695,63,70
Melosa,McOwan,Female,25,2001-04-17,Compensation Analyst,Financial Services,Mass Customer,N,No,12,900 Victoria Way,2211,NSW,Australia,9,843,0.5695,20,30
Maris,Leete,Female,21,1973-04-14,Engineer IV,Retail,Mass Customer,N,No,7,06 Main Alley,4300,QLD,Australia,4,845,0.5631250000000001,48,50
Wilburt,Padden,Male,22,1994-09-30,Engineer I,Manufacturing,Mass Customer,N,No,3,22 Muir Avenue,2148,NSW,Australia,5,845,0.5631250000000001,26,30
Rosabelle,Godsmark,Female,60,1995-10-19,Executive Secretary,Missing,Mass Customer,N,Yes,3,4871 Caliangt Hill,4102,QLD,Australia,8,845,0.5631250000000001,25,30
Guilbert,Bearns,Male,42,1982-10-29,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,47776 Packers Street,3226,VIC,Australia,8,845,0.5631250000000001,38,40
Meridith,Urwin,Female,62,1997-03-07,Registered Nurse,Health,High Net Worth,N,Yes,10,535 Graedel Circle,2444,NSW,Australia,7,845,0.5631250000000001,24,30
Leeland,None,Male,66,1957-01-24,VP Quality Control,Telecommunications,High Net Worth,N,No,12,9 Stephen Center,4122,QLD,Australia,4,845,0.5631250000000001,64,70
Gerta,Porrett,Female,46,1959-11-13,Registered Nurse,Health,High Net Worth,N,No,12,074 Badeau Crossing,3250,VIC,Australia,2,851,0.5625,61,70
Karrah,Howell,Female,63,1956-11-07,Civil Engineer,Manufacturing,Mass Customer,N,No,17,4897 Melody Road,2566,NSW,Australia,9,851,0.5625,64,70
Alick,Baise,Male,62,1998-08-16,Pharmacist,Health,Mass Customer,N,Yes,1,096 Gateway Road,2747,NSW,Australia,8,851,0.5625,22,30
Casandra,Betteridge,Female,29,1942-09-10,Cost Accountant,Financial Services,Affluent Customer,N,Yes,9,68 Bluestem Center,3166,VIC,Australia,10,854,0.561,78,80
Maurine,Clee,Female,45,1980-09-13,Automation Specialist II,Property,High Net Worth,N,Yes,5,6 Maple Plaza,2042,NSW,Australia,10,854,0.561,40,50
Darwin,Bumpas,Male,24,1978-12-27,Junior Executive,Health,Affluent Customer,N,Yes,18,6812 Gina Point,3082,VIC,Australia,7,856,0.56,42,50
Hayes,Daveren,Male,32,1953-03-27,VP Quality Control,Manufacturing,Affluent Customer,N,Yes,11,1 Becker Parkway,4350,QLD,Australia,2,856,0.56,68,70
Piper,Issacov,Female,67,1939-11-08,Human Resources Assistant III,Health,Affluent Customer,N,Yes,22,52201 Tony Avenue,2088,NSW,Australia,9,856,0.56,81,90
Markus,Pendrey,Male,88,1959-08-01,Clinical Specialist,Health,Affluent Customer,N,Yes,12,2382 Anthes Crossing,2153,NSW,Australia,10,859,0.5578124999999999,61,70
Sile,Zappel,Female,47,1958-03-29,Business Systems Development Analyst,IT,High Net Worth,N,No,15,44350 Buell Alley,4018,QLD,Australia,6,859,0.5578124999999999,63,70
Craggy,Happel,Male,37,1979-02-10,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,23 Del Sol Alley,3064,VIC,Australia,6,859,0.5578124999999999,42,50
Egor,Mariette,Male,42,1980-11-26,Financial Advisor,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7,862,0.5525,40,50
Reinald,Bembrigg,Male,54,1953-08-21,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,10,858 Portage Hill,2770,NSW,Australia,7,862,0.5525,67,70
Kissie,Line,Female,2,2000-05-20,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,7,629 Grasskamp Junction,2200,NSW,Australia,9,862,0.5525,20,30
Quentin,Gerleit,Female,32,1990-09-15,Associate Professor,Manufacturing,Mass Customer,N,No,4,88 Aberg Circle,3806,VIC,Australia,8,865,0.55,30,40
Karoly,Burgoine,Male,57,1947-04-06,Account Representative IV,Health,High Net Worth,N,Yes,21,18 Morning Circle,3012,VIC,Australia,2,865,0.55,74,80
Clarine,Piecha,Female,99,1964-12-07,Dental Hygienist,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,QLD,Australia,10,865,0.55,56,60
Mycah,Beaston,Male,11,1961-07-31,Environmental Specialist,Missing,High Net Worth,N,Yes,12,2 Mandrake Street,2221,NSW,Australia,11,865,0.55,59,60
Clemmie,Bartoszewicz,Female,87,1958-07-28,Statistician IV,Financial Services,Mass Customer,N,No,8,727 Morrow Parkway,3197,VIC,Australia,9,865,0.55,62,70
Randall,Mason,Male,95,1974-07-28,Product Engineer,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11,870,0.544,46,50
Donica,Humby,Female,47,1967-06-01,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,NSW,Australia,12,871,0.541875,53,60
Lotty,Loach,Female,76,1961-08-23,Nurse,Health,High Net Worth,N,Yes,7,78451 South Street,2380,NSW,Australia,3,871,0.541875,59,60
Marie-jeanne,Breawood,Female,37,1953-10-12,Clinical Specialist,Health,High Net Worth,N,No,8,6 Prairieview Pass,2770,NSW,Australia,6,871,0.541875,67,70
Babara,Sissel,Female,50,1974-06-08,Missing,IT,Mass Customer,N,Yes,21,5 Ohio Road,3169,VIC,Australia,10,871,0.541875,46,50
Rodolphe,Glenton,Male,88,1974-09-28,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,4787 Golf Terrace,3163,VIC,Australia,7,871,0.541875,46,50
Thorvald,Duckerin,Male,58,1995-10-20,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,1,4 Pine View Junction,3021,VIC,Australia,8,871,0.541875,25,30
Paulina,Iannuzzelli,Female,57,1956-03-08,Automation Specialist I,Manufacturing,Mass Customer,N,No,19,097 Hollow Ridge Alley,2118,NSW,Australia,11,877,0.54,65,70
Ricki,Padefield,Male,43,1948-08-03,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,13,860 Barby Lane,4275,QLD,Australia,9,877,0.54,72,80
Lizette,McKeaveney,Female,30,1994-04-11,Assistant Manager,Health,High Net Worth,N,Yes,13,6412 Butternut Road,2050,NSW,Australia,10,879,0.5375,27,30
Muffin,Bhar,Male,44,1966-04-07,Missing,Missing,Affluent Customer,N,No,19,15 Weeping Birch Crossing,2448,NSW,Australia,4,879,0.5375,55,60
Jeno,Strafford,Male,67,1941-07-21,Tax Accountant,Financial Services,High Net Worth,N,No,7,891 Sachtjen Hill,4170,QLD,Australia,9,879,0.5375,79,80
Brigg,Himsworth,Male,63,1973-10-10,Missing,Telecommunications,Mass Customer,N,Yes,9,771 Union Crossing,4570,QLD,Australia,6,882,0.5355,47,50
Judi,Cazereau,Female,22,1997-03-03,GIS Technical Architect,Missing,Affluent Customer,N,Yes,13,22 Farmco Avenue,3851,VIC,Australia,3,883,0.53125,24,30
Raleigh,Pont,Male,48,1964-11-02,Associate Professor,Entertainment,Mass Customer,N,No,14,7650 Gulseth Parkway,3139,VIC,Australia,7,883,0.53125,56,60
Zachariah,Meininking,Male,40,1938-06-09,Cost Accountant,Financial Services,Affluent Customer,N,Yes,20,24815 Lindbergh Avenue,2749,NSW,Australia,7,883,0.53125,82,90
Lesley,Garey,Male,52,1994-03-29,Software Consultant,Telecommunications,Mass Customer,N,No,11,924 Lindbergh Court,2226,NSW,Australia,9,883,0.53125,27,30
Adriena,Giffin,Female,27,1957-03-17,Analog Circuit Design manager,Argiculture,Affluent Customer,N,Yes,5,1 Manitowish Court,2259,NSW,Australia,9,888,0.525,64,70
Antoinette,None,Female,72,1980-07-28,Structural Analysis Engineer,Financial Services,Affluent Customer,N,No,5,9 Derek Alley,3058,VIC,Australia,9,888,0.525,40,50
Carr,Hopkynson,Male,64,1971-10-18,Missing,Manufacturing,Affluent Customer,N,No,16,5990 Fairfield Pass,2318,NSW,Australia,6,888,0.525,49,50
Shay,Briand,Male,57,1956-10-05,Project Manager,IT,Mass Customer,N,Yes,9,1 Mandrake Way,3844,VIC,Australia,1,888,0.525,64,70
Karney,Burstow,Male,51,1972-07-02,Design Engineer,Property,Mass Customer,N,Yes,6,4011 Prairieview Court,2031,NSW,Australia,12,888,0.525,48,50
Latrena,Yetts,Female,11,1999-06-18,Civil Engineer,Manufacturing,High Net Worth,N,Yes,15,53877 Dakota Crossing,2871,NSW,Australia,3,893,0.520625,21,30
Jesse,Alflat,Male,31,1984-09-01,Executive Secretary,Missing,High Net Worth,N,No,5,49 Northfield Drive,2145,NSW,Australia,9,893,0.520625,36,40
Kelcie,Kingaby,Female,54,2000-03-24,Systems Administrator II,IT,Mass Customer,N,Yes,6,0 Summit Center,4019,QLD,Australia,4,893,0.520625,21,30
Fabio,Commuzzo,Male,5,1961-10-02,Software Test Engineer II,Manufacturing,Mass Customer,N,No,18,66 Shopko Circle,3806,VIC,Australia,8,896,0.52,59,60
Heall,Andrioli,Male,46,1941-06-17,Environmental Tech,IT,Affluent Customer,N,Yes,7,370 Eastwood Road,4133,QLD,Australia,5,896,0.52,79,80
Rickert,Brasted,Male,47,1959-09-18,Staff Scientist,Health,Mass Customer,N,No,10,20 Hoffman Park,2145,NSW,Australia,9,898,0.5125,61,70
Hedwig,Jayme,Female,38,1952-08-21,Accountant IV,Property,Affluent Customer,N,No,11,6293 Hooker Point,2099,NSW,Australia,10,899,0.51,68,70
Penrod,Tomasicchio,Male,5,1968-05-28,Missing,Health,High Net Worth,N,No,19,30 Harper Trail,2318,NSW,Australia,9,899,0.51,52,60
Pancho,Edis,Male,1,1970-12-30,Assistant Professor,Missing,Mass Customer,N,No,13,64467 Pankratz Pass,3023,VIC,Australia,7,899,0.51,50,60
Andriana,Gosnoll,Female,53,1964-05-19,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,900 Brown Junction,2291,NSW,Australia,10,899,0.51,56,60
Nilson,Wiggam,Male,48,1996-02-15,Paralegal,Financial Services,Mass Customer,N,No,9,8845 Spaight Way,3049,VIC,Australia,6,903,0.5015,25,30
Denny,Spleving,Female,84,1973-05-13,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,85420 Myrtle Road,2114,NSW,Australia,8,904,0.5,48,50
Olia,O' Mullan,Female,77,1973-03-24,Account Executive,Health,Mass Customer,N,No,8,6315 Mendota Parkway,2263,NSW,Australia,7,904,0.5,48,50
Conway,Juarez,Male,27,1967-03-02,Help Desk Technician,Missing,Affluent Customer,N,No,17,66904 American Ash Hill,4814,QLD,Australia,5,904,0.5,54,60
Dru,Crellim,Female,57,1963-03-04,Missing,Missing,Mass Customer,N,No,12,90 Morningstar Drive,3030,VIC,Australia,7,904,0.5,58,60
Shaw,MacEvilly,Male,10,2000-05-06,Software Test Engineer III,Health,Affluent Customer,N,No,16,34020 Sheridan Park,2768,NSW,Australia,9,904,0.5,21,30
Brook,Eade,Female,65,1957-11-17,Sales Representative,Retail,Mass Customer,N,Yes,8,58 Meadow Valley Court,2330,NSW,Australia,5,904,0.5,63,70
Aleece,Feige,Female,49,1975-09-16,Missing,Manufacturing,Mass Customer,N,No,18,2030 Anderson Lane,2141,NSW,Australia,10,904,0.5,45,50
Dolorita,Strutton,Female,7,1991-05-21,General Manager,Manufacturing,Affluent Customer,N,No,17,07 Acker Pass,3178,VIC,Australia,8,904,0.5,29,30
Harman,A'field,Male,39,1960-12-27,Geologist III,Manufacturing,Affluent Customer,N,Yes,6,31815 Vermont Drive,4227,QLD,Australia,5,913,0.4993749999999999,60,70
Hildegarde,Bamb,Female,16,1961-02-10,Help Desk Operator,Missing,High Net Worth,N,Yes,10,5070 Division Parkway,3910,VIC,Australia,9,913,0.4993749999999999,60,70
Launce,Gale,Male,86,1939-01-15,Missing,Missing,Mass Customer,N,No,21,4 Fordem Avenue,2777,NSW,Australia,9,913,0.4993749999999999,82,90
Ilise,Clissold,Female,58,1987-11-16,Developer IV,Entertainment,High Net Worth,N,No,9,659 Comanche Plaza,2153,NSW,Australia,10,913,0.4993749999999999,33,40
Julita,Prene,Female,14,1979-05-16,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,5 Myrtle Junction,4128,QLD,Australia,2,913,0.4993749999999999,42,50
Ashlen,Willbond,Female,64,1984-05-15,Software Consultant,Health,High Net Worth,N,No,16,723 Grayhawk Way,3934,VIC,Australia,8,913,0.4993749999999999,37,40
Keely,Bointon,Female,71,1988-10-16,Nurse,Telecommunications,High Net Worth,N,No,3,55 Dorton Point,4154,QLD,Australia,9,913,0.4993749999999999,32,40
Poul,Gaskin,Male,78,1950-06-15,Help Desk Operator,Telecommunications,High Net Worth,N,No,17,9 Killdeer Circle,2643,NSW,Australia,2,920,0.4929999999999999,70,80
Sheilakathryn,Huff,Female,45,1958-05-15,Assistant Manager,Missing,High Net Worth,N,Yes,14,04 Miller Drive,2477,NSW,Australia,6,921,0.49,63,70
Rubia,Evetts,Female,59,1990-12-21,Pharmacist,Health,Mass Customer,N,No,16,64213 Miller Point,2071,NSW,Australia,9,921,0.49,30,40
Francklin,Cross,Male,51,1981-04-06,Teacher,Property,Mass Customer,N,Yes,3,24593 Jackson Parkway,2231,NSW,Australia,10,921,0.49,40,50
Wilone,Champley,Female,22,1983-11-06,Missing,Manufacturing,High Net Worth,N,No,17,9346 Lyons Point,2077,NSW,Australia,10,924,0.48875,37,40
Lezlie,Clemits,Female,2,1973-05-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,15,0504 Nevada Drive,2155,NSW,Australia,10,924,0.48875,47,50
Kathe,Oller,Female,47,1959-08-20,General Manager,Manufacturing,Mass Customer,N,Yes,5,817 Loftsgordon Road,3029,VIC,Australia,4,926,0.4844999999999999,61,70
Dulce,Bradwell,Female,61,1957-07-03,Research Associate,Manufacturing,Mass Customer,N,No,20,30 Lukken Point,4159,QLD,Australia,9,926,0.4844999999999999,63,70
Felice,Dechelette,Male,75,1998-02-05,Librarian,Entertainment,High Net Worth,N,No,3,4 Kingsford Trail,4051,QLD,Australia,4,928,0.48,23,30
Joane,Caldes,Female,84,1978-03-17,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,13,42 3rd Plaza,2250,NSW,Australia,7,928,0.48,43,50
Diane,Furman,Female,67,1993-08-11,Missing,Manufacturing,Affluent Customer,N,Yes,13,6660 Riverside Circle,3013,VIC,Australia,9,930,0.478125,27,30
Ogdan,Blenkinship,Male,65,1951-01-18,Occupational Therapist,Health,Mass Customer,N,Yes,21,21712 Texas Court,3429,VIC,Australia,5,930,0.478125,70,80
Kizzee,Agget,Female,98,1976-07-25,Statistician II,Manufacturing,Affluent Customer,N,No,8,122 Marcy Park,2213,NSW,Australia,10,930,0.478125,44,50
Stephi,Highton,Female,30,1987-09-09,Software Engineer I,Telecommunications,Mass Customer,N,Yes,12,293 Mendota Park,2154,NSW,Australia,10,930,0.478125,33,40
Martino,Scoles,Male,18,1975-01-19,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,47 Scofield Junction,3620,VIC,Australia,4,930,0.478125,46,50
Morgen,Newport,Female,5,1960-08-31,Project Manager,Manufacturing,Mass Customer,N,No,6,9 Washington Center,3340,VIC,Australia,4,930,0.478125,60,70
Eugenie,Brinson,Female,79,1963-08-10,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17,7109 Grayhawk Avenue,3073,VIC,Australia,6,936,0.476,57,60
Reinold,Natt,Male,16,1964-08-23,Help Desk Technician,Financial Services,High Net Worth,N,Yes,8,70 Evergreen Hill,3207,VIC,Australia,8,937,0.47,56,60
Jo,Roberts,Female,41,1945-10-31,Paralegal,Financial Services,High Net Worth,N,Yes,11,20139 Lakewood Plaza,2440,NSW,Australia,3,937,0.47,75,80
Jacklin,Duchant,Female,77,1940-03-18,Legal Assistant,Argiculture,Mass Customer,N,No,17,9 Memorial Road,4132,QLD,Australia,4,939,0.4675,81,90
Colas,Gabbitas,Male,98,1946-09-09,Staff Scientist,Retail,High Net Worth,N,No,20,3094 Elka Place,2166,NSW,Australia,9,939,0.4675,74,80
Claudetta,Ricciardiello,Female,61,1974-04-30,Internal Auditor,Financial Services,Mass Customer,N,Yes,21,31 Schurz Parkway,3181,VIC,Australia,8,939,0.4675,47,50
Angele,Cadore,Female,5,1954-09-06,Chief Design Engineer,Missing,Mass Customer,N,Yes,7,85894 Amoth Court,4125,QLD,Australia,7,939,0.4675,66,70
Cicily,Hast,Female,63,1971-04-26,Food Chemist,Health,Affluent Customer,N,Yes,8,955 Burning Wood Way,2478,NSW,Australia,3,939,0.4675,50,60
Harland,Messenger,Male,90,1974-05-28,Software Test Engineer I,Retail,Mass Customer,N,No,8,27 Crownhardt Center,3934,VIC,Australia,10,944,0.46,46,50
Sim,Constantinou,Male,91,1992-08-09,Analog Circuit Design manager,Property,Mass Customer,N,No,5,41002 Loomis Park,2010,NSW,Australia,9,944,0.46,28,30
Shanon,Rolfe,Female,63,1941-08-19,Sales Representative,Retail,High Net Worth,N,No,8,10 Cottonwood Point,2530,NSW,Australia,7,944,0.46,79,80
Chryste,Oddboy,Female,44,1988-08-22,Software Engineer III,Manufacturing,High Net Worth,N,Yes,4,2115 Maryland Alley,2320,NSW,Australia,9,947,0.459,32,40
Edin,Patinkin,Female,35,1992-03-26,Account Executive,Health,Mass Customer,N,No,17,6 Milwaukee Hill,3015,VIC,Australia,4,948,0.456875,29,30
Nolly,Ivanchikov,Male,13,1994-02-10,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,11,6792 Kropf Hill,2049,NSW,Australia,11,948,0.456875,27,30
Michele,Pammenter,Male,23,1983-06-26,Teacher,Health,High Net Worth,N,No,2,37 Mesta Road,3198,VIC,Australia,8,948,0.456875,37,40
Liane,Abelevitz,Female,26,1976-11-25,Operator,Missing,Mass Customer,N,No,3,85340 Hovde Way,3153,VIC,Australia,7,951,0.4505,44,50
Philbert,Bangs,Male,67,1966-03-03,Environmental Specialist,IT,Mass Customer,N,Yes,6,02643 Moose Court,4500,QLD,Australia,7,951,0.4505,55,60
Candy,None,Female,23,1977-12-08,Missing,Financial Services,Mass Customer,N,No,6,59252 Maryland Drive,3500,VIC,Australia,3,951,0.4505,43,50
Noami,Cokly,Female,74,1962-09-17,Missing,Manufacturing,Mass Customer,N,Yes,15,2886 Buena Vista Terrace,2038,NSW,Australia,11,954,0.45,58,60
Lyndell,Jereatt,Female,14,1994-11-28,Payment Adjustment Coordinator,Missing,High Net Worth,N,No,13,58770 Monterey Plaza,2122,NSW,Australia,12,954,0.45,26,30
Maximilien,Bourget,Male,12,1969-04-29,Geologist I,Financial Services,Mass Customer,N,Yes,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,956,0.44625,52,60
Benedikta,Naptin,Female,59,1995-08-13,Operator,Retail,Mass Customer,N,Yes,15,345 Fieldstone Park,2121,NSW,Australia,11,956,0.44625,25,30
Rhodie,Gaskall,Female,83,1964-02-01,VP Quality Control,Missing,Mass Customer,N,Yes,9,251 Pierstorff Alley,4170,QLD,Australia,9,956,0.44625,57,60
Afton,Andrassy,Female,78,1998-10-14,Web Designer II,Retail,Mass Customer,N,No,7,220 Cody Alley,3075,VIC,Australia,8,956,0.44625,22,30
Blondell,Dibdall,Female,62,1967-01-03,Programmer III,Missing,Mass Customer,N,No,4,34 Bunting Pass,3048,VIC,Australia,4,960,0.442,54,60
Sonia,Dunstall,Female,0,1975-07-30,Accountant III,Financial Services,Mass Customer,N,No,10,99 Park Meadow Hill,2570,NSW,Australia,9,960,0.442,45,50
Benedikt,Adamou,Male,15,1987-01-15,Recruiting Manager,Health,Mass Customer,N,No,11,4 Bluestem Pass,3564,VIC,Australia,3,960,0.442,34,40
Don,Spratling,Male,82,1969-01-05,Associate Professor,Property,Affluent Customer,N,Yes,7,078 Erie Point,2760,NSW,Australia,10,963,0.44,52,60
Moll,Ogilby,Female,25,1980-12-19,Research Assistant III,Manufacturing,Mass Customer,N,Yes,13,6 Hansons Crossing,4123,QLD,Australia,6,963,0.44,40,50
Jammie,Seldner,Female,42,1975-02-25,Human Resources Manager,Health,Mass Customer,N,Yes,15,8 Saint Paul Junction,2066,NSW,Australia,10,963,0.44,46,50
Inglis,Pickaver,Male,33,1994-06-25,Product Engineer,Telecommunications,Affluent Customer,N,No,1,14067 Armistice Plaza,2770,NSW,Australia,8,963,0.44,26,30
Clarabelle,Broschek,Female,6,1963-08-25,Geological Engineer,Manufacturing,Mass Customer,N,No,18,8491 Pennsylvania Crossing,4035,QLD,Australia,6,967,0.4356249999999999,57,60
Tillie,Bisseker,Female,74,1960-08-10,Civil Engineer,Manufacturing,High Net Worth,N,No,14,59208 Barnett Avenue,2104,NSW,Australia,12,967,0.4356249999999999,60,70
Irving,Babcock,Male,60,1986-01-17,Dental Hygienist,Health,High Net Worth,N,Yes,15,36 Killdeer Crossing,2705,NSW,Australia,1,967,0.4356249999999999,35,40
Evered,Gludor,Male,3,1951-04-30,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,15,305 Sloan Junction,2168,NSW,Australia,8,967,0.4356249999999999,70,80
Mavra,Finan,Female,30,1967-08-23,Nurse,Property,Affluent Customer,N,Yes,4,88 Shopko Way,2034,NSW,Australia,9,967,0.4356249999999999,53,60
Frieda,Tavinor,Female,43,1999-03-04,Missing,Missing,Affluent Customer,N,No,10,7 Mallory Lane,3064,VIC,Australia,6,972,0.43,22,30
Ellwood,Budden,Male,82,1998-06-03,Missing,Health,Mass Customer,N,Yes,11,79907 Randy Center,2192,NSW,Australia,10,972,0.43,22,30
Alex,Patshull,Female,37,1966-01-02,Senior Quality Engineer,Retail,Mass Customer,N,Yes,13,446 High Crossing Way,4165,QLD,Australia,5,974,0.425,55,60
Aundrea,Outridge,Female,77,2001-01-24,Structural Engineer,Financial Services,Affluent Customer,N,Yes,10,1530 Columbus Lane,3186,VIC,Australia,12,974,0.425,20,30
Amby,Bodega,Male,63,1968-06-12,Recruiter,Missing,Affluent Customer,N,Yes,17,669 Declaration Street,3810,VIC,Australia,6,974,0.425,52,60
Esme,Pilipets,Male,15,1967-05-06,Environmental Tech,Health,Mass Customer,N,Yes,5,9 Ruskin Way,3228,VIC,Australia,9,977,0.42,54,60
Beverly,Domnick,Female,56,1938-12-10,Structural Analysis Engineer,IT,Mass Customer,N,No,9,8 Burning Wood Junction,2232,NSW,Australia,10,977,0.42,82,90
Artemis,Swanson,Male,77,1977-02-12,Web Designer II,Argiculture,Mass Customer,N,Yes,13,5 Melvin Park,3810,VIC,Australia,5,979,0.4165,44,50
Daryle,Marginson,Male,93,1986-06-27,Environmental Tech,Argiculture,Mass Customer,N,Yes,9,21316 Ohio Place,2121,NSW,Australia,12,979,0.4165,34,40
Tyne,Anshell,Female,71,1992-04-08,Mechanical Systems Engineer,Missing,Mass Customer,N,Yes,3,93 Sutherland Terrace,2560,NSW,Australia,8,979,0.4165,29,30
Leona,Shorrock,Female,83,1951-08-23,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,22,1560 Grim Avenue,4720,QLD,Australia,1,979,0.4165,69,70
Bertrando,Carass,Male,45,1956-06-25,Sales Associate,Property,Mass Customer,N,No,8,1 Quincy Road,2565,NSW,Australia,5,983,0.41,64,70
Augusta,Munns,Female,5,1951-09-17,Quality Control Specialist,Missing,Mass Customer,N,No,21,607 Memorial Avenue,2074,NSW,Australia,11,983,0.41,69,70
Lauralee,Fudge,Female,83,1987-09-21,Research Nurse,Health,Mass Customer,N,No,15,9460 Monument Park,3277,VIC,Australia,4,985,0.408,33,40
Consalve,Ballay,Male,41,1959-09-18,Web Developer I,IT,Mass Customer,N,Yes,7,72 Village Terrace,2250,NSW,Australia,8,987,0.4,61,70
Lolly,Prewer,Female,44,1997-10-23,Geologist I,Health,Mass Customer,N,No,15,694 Coolidge Center,2620,NSW,Australia,7,988,0.3995,23,30
Vyky,Pegg,Female,64,1943-03-15,Quality Control Specialist,Manufacturing,Mass Customer,N,Yes,11,31854 Anniversary Terrace,2322,NSW,Australia,7,988,0.3995,78,80
Kellen,Pawelski,Female,83,1945-07-26,Missing,Manufacturing,High Net Worth,N,Yes,11,125 Manufacturers Parkway,2193,NSW,Australia,8,988,0.3995,75,80
Jermaine,Bagshawe,Female,60,1954-05-14,Help Desk Operator,Property,Mass Customer,N,Yes,9,260 Briar Crest Drive,4209,QLD,Australia,6,988,0.3995,67,70
Bryan,Jachtym,Male,59,1974-05-15,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,15,56 Moland Crossing,3356,VIC,Australia,3,988,0.3995,47,50
Renie,Laundon,Female,32,1973-12-18,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,8,1 Shelley Pass,4118,QLD,Australia,3,993,0.391,47,50
Weidar,Etheridge,Male,38,1959-07-13,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6,0535 Jay Point,2422,NSW,Australia,4,994,0.3825,61,70
Datha,Fishburn,Female,15,1990-07-02,Office Assistant IV,Retail,Mass Customer,N,No,3,6 Caliangt Way,3079,VIC,Australia,12,994,0.3825,30,40
Ferdinand,Romanetti,Male,60,1959-10-07,Paralegal,Financial Services,Affluent Customer,N,No,9,2 Sloan Way,2200,NSW,Australia,7,996,0.374,61,70
Burk,Wortley,Male,22,2001-10-17,Senior Sales Associate,Health,Mass Customer,N,No,6,04 Union Crossing,2196,NSW,Australia,10,997,0.357,19,20
Melloney,Temby,Female,17,1954-10-05,Budget/Accounting Analyst IV,Financial Services,Affluent Customer,N,Yes,15,33475 Fair Oaks Junction,4702,QLD,Australia,2,997,0.357,66,70
Dickie,Cubbini,Male,30,1952-12-17,Financial Advisor,Financial Services,Mass Customer,N,Yes,19,57666 Victoria Way,4215,QLD,Australia,2,997,0.357,68,70
Sylas,Duffill,Male,56,1955-10-02,Staff Accountant IV,Property,Mass Customer,N,Yes,14,21875 Grover Drive,2010,NSW,Australia,9,1000,0.34,65,70
